name,seller,price,vehicleType,yearOfRegistration,gearbox,powerPS,model,kilometer,monthOfRegistration,fuelType,brand,postalCode
Fiat_Grande_Punto_1.4_8V_Dynamic,privat,2700,kleinwagen,2007,manuell,77,andere,125000,10,benzin,fiat,82031
W201_190e_mit_Unfallschaden,privat,500,limousine,1990,manuell,122,,150000,0,,mercedes_benz,91619
Volkswagen_Passat_1.8,privat,799,limousine,1996,manuell,75,passat,150000,6,benzin,volkswagen,55494
Renault_Megane,privat,3300,bus,2004,manuell,113,megane,150000,3,benzin,renault,57614
Mercedes_190_E_1.8_4gang,privat,1350,limousine,1991,manuell,0,andere,150000,4,benzin,mercedes_benz,26180
Top_Auto_orginal_14000,privat,6200,,2018,manuell,0,yaris,20000,4,,toyota,30952
Hyundai_getz_Diesel,privat,890,kleinwagen,2007,manuell,90,getz,150000,12,diesel,hyundai,56410
Kia_Carens_1.8_EX,privat,1860,bus,2003,manuell,126,andere,125000,1,benzin,kia,8112
Opel_Astra_1.6_Elegance_Klima_Bi_Xenon_1._Hand_TOP,privat,4700,limousine,2004,manuell,105,astra,60000,7,benzin,opel,22305
BMW_330d_Coupe_M_Paket_NAVI_VOLL,privat,13500,coupe,2007,automatik,231,3er,150000,9,diesel,bmw,41539
BMW_525_Disel_M_Paket_EZ_12/2005_130_KW/177_PS_186000_km,privat,13500,limousine,2005,manuell,177,5er,150000,12,diesel,bmw,59519
Suzuki_SJ_410_Samurai_Offroad_4x4,privat,1800,suv,1984,manuell,45,andere,60000,9,benzin,suzuki,53797
Fiat_500L_Trekking_1.6_16V_MultiJet,privat,23500,kleinwagen,2014,manuell,105,500,40000,1,benzin,fiat,88214
Suzuki_Swift_1.3_Club,privat,8000,kleinwagen,2010,manuell,92,swift,90000,11,benzin,suzuki,66640
Hyundai_i_30_1.4_white_Edition,privat,4300,,2009,manuell,109,i_reihe,150000,0,benzin,hyundai,49170
Ford_Fiesta,privat,300,kleinwagen,1997,manuell,0,fiesta,50000,0,benzin,ford,6647
BMW_520i,privat,1650,limousine,1996,manuell,150,5er,150000,10,benzin,bmw,40699
OPEL_VECTRA_C_2.2_COMFORT,privat,2390,limousine,2002,manuell,147,vectra,150000,5,benzin,opel,28215
Mercedes_E_Klasse_Top_Zustand,privat,2400,limousine,1998,automatik,136,,150000,10,benzin,mercedes_benz,86179
Volkswagen_Multivan_T4_TDI,privat,10900,bus,2000,manuell,102,transporter,150000,6,diesel,volkswagen,45968
Renault_Twingo_1.2_Lazuli,privat,1200,kleinwagen,2004,manuell,58,twingo,150000,10,benzin,renault,95615
Audi_Cabriolet_2.0,privat,4250,cabrio,1996,manuell,116,andere,150000,5,benzin,audi,21449
Opel_Zafira_a_2_2dti_schlachtfest,privat,1000,,2005,manuell,125,zafira,150000,12,diesel,opel,35794
Ford_Mondeo_2.0_TDCi,privat,7300,limousine,2008,manuell,140,mondeo,150000,9,diesel,ford,90461
Nissan_X_Trail_1.6_dCi_ALL_MODE_4x4i_360,privat,25000,suv,2015,manuell,131,x_trail,20000,4,diesel,nissan,37269
Opel_Astra_G_Cabrio_1.6_l_TÜV_NEU__Bertone_Linea_Rosso_Tuning,privat,3699,cabrio,2004,manuell,101,astra,125000,12,benzin,opel,73635
Ford_Focus_1.6_TDCi_DPF_Titanium,privat,1350,limousine,2006,automatik,109,focus,150000,11,diesel,ford,40667
Mercedes_Benz_E_300_T_CDI_DPF_BlueEFFICIENCY_7G_TRONIC_Ava...,privat,22900,kombi,2011,automatik,231,e_klasse,150000,10,diesel,mercedes_benz,33106
Opel_Corsa_D_TÜV_/_AU_Neu_!,privat,5499,,2018,manuell,80,corsa,100000,12,,opel,22177
Chrysler_Grand_Voyager_2.8_CRD_Automatik_Classic,privat,6990,bus,2007,automatik,150,grand,125000,4,diesel,chrysler,13347
BMW_Z3_Roadster_1.9_/_jetzt_kann_der_Sommer_kommen,privat,7300,cabrio,1997,manuell,140,z_reihe,125000,9,benzin,bmw,42853
Volkswagen_New_Beetle_1.4_Generation_mit_LPG__Prins_,privat,2499,limousine,2002,manuell,75,beetle,150000,9,lpg,volkswagen,49509
Volkswagen_Golf_1.8_CL_Klima,privat,650,limousine,1993,automatik,75,golf,150000,3,benzin,volkswagen,84186
vw_golf_5_zu_verkaufen,privat,3500,limousine,2006,manuell,75,golf,150000,5,benzin,volkswagen,4610
Ford_Escort,privat,500,kleinwagen,1998,manuell,75,escort,150000,10,benzin,ford,91242
Toyota_Yaris_1.0,privat,2400,kleinwagen,2003,manuell,65,yaris,125000,10,benzin,toyota,32584
Suzuki_Liana_1.6_Klima,privat,1100,limousine,2004,manuell,106,andere,150000,9,benzin,suzuki,41542
Volkswagen_DSG_Blue_Motion_Comfortline_Navi_Plus_Rueckfahr_,privat,11850,bus,2011,automatik,140,sharan,150000,8,diesel,volkswagen,31137
VW_Lupo_1.4,privat,999,kleinwagen,1999,manuell,75,lupo,125000,4,benzin,volkswagen,89250
Volkswagen_Polo_Comfortline,privat,2499,kleinwagen,2001,automatik,60,polo,150000,5,benzin,volkswagen,27386
Toyota_Aygo,privat,2800,kleinwagen,2009,manuell,68,aygo,150000,11,benzin,toyota,73265
OPEL_VECTRA._TÜV_NEU.,privat,1600,,2018,manuell,115,vectra,150000,3,,opel,45896
Ford_Mondeo___Tuev_bis_07/2016,privat,700,kombi,1998,manuell,116,mondeo,150000,12,benzin,ford,76189
SLK_350_Blue_Efficiency_R172_Top_Austattung!,privat,28000,cabrio,2011,automatik,306,slk,80000,3,benzin,mercedes_benz,73666
Kia_Magentis_zu_verkaufen,privat,1500,limousine,2001,automatik,0,andere,150000,2,benzin,kia,54518
Opel_Tigra_C20XE,privat,3100,coupe,1995,manuell,150,tigra,150000,0,benzin,opel,26931
Mercedes_Benz_C_200_Kompressor_Elegance,privat,2700,limousine,2002,manuell,163,c_klasse,150000,2,benzin,mercedes_benz,45968
Audi_TT_Coupe_1.8_T,privat,8990,coupe,2001,manuell,179,tt,100000,5,benzin,audi,44534
Volkswagen_Polo_1.0_Blue_Motion_Technology_Trendline,privat,11990,kleinwagen,2015,manuell,75,polo,10000,1,benzin,volkswagen,38536
Opel_Zafira_2.2_16V_Edition_2000,privat,1100,bus,2001,automatik,147,zafira,150000,4,lpg,opel,60435
Opel_Asta_G_CC,privat,650,coupe,2000,manuell,100,,150000,11,,opel,27793
Alfa_Romeo_159_Sportwagon_1.9_JTDM_16V_DPF_Automatik_Di...,privat,4500,kombi,2007,automatik,150,159,150000,4,diesel,alfa_romeo,82418
Opel_astra__tuev_bis_01.2017_!,privat,850,limousine,2002,manuell,147,astra,150000,8,benzin,opel,89075
Mercedes_Benz_S_500_7G_TRONIC_20_Zoll_AMG_Nightvision,privat,12900,limousine,2006,automatik,387,s_klasse,150000,7,benzin,mercedes_benz,47443
Volkswagen_Golf_Plus_1.4_TSI_Comfortline_hellblau,privat,9000,bus,2009,manuell,122,golf,70000,7,benzin,volkswagen,28790
Volkswagen_Golf_1.4_TSI_BlueMotion_Technology_Highline,privat,17250,limousine,2014,manuell,125,golf,30000,8,benzin,volkswagen,49088
Ford_ka__Sommer_und_Winterreifen___CD_radio,privat,300,,2016,,0,ka,70000,11,benzin,ford,51399
Corsa_C_1.0_Klima___TÜV_2018___Sehr_guter_Zustand,privat,1500,kleinwagen,2001,manuell,58,corsa,150000,3,benzin,opel,49835
Ford_Focus_Kombi_2001,privat,1250,kombi,2001,manuell,74,focus,150000,8,benzin,ford,27578
Mercedes_Benz_E_240_Classic,privat,3500,limousine,1998,automatik,170,e_klasse,100000,7,benzin,mercedes_benz,57223
Verkaufe_Golf_V_United,privat,8000,,2018,manuell,0,golf,150000,9,diesel,volkswagen,22145
BMW_525d_Kombi_e39_Xenon_Facelift,privat,2700,kombi,2003,manuell,163,5er,150000,7,diesel,bmw,15232
Toyota_Yaris___TÜV_12/2016___NEUER_PREIS,privat,1200,kleinwagen,2001,manuell,68,yaris,150000,11,benzin,toyota,73557
Kia_ceed_sw_lx,privat,3999,kombi,2009,manuell,126,ceed,70000,5,benzin,kia,51645
Dacia_Sandero_1.2_16V_Laureate,privat,4300,kleinwagen,2010,manuell,75,sandero,60000,6,benzin,dacia,12349
Mercedes_Benz_E_klasse_200_classic,privat,1599,limousine,1998,automatik,0,e_klasse,5000,6,,mercedes_benz,73326
Volkswagen_Golf_Cabrio_1.6_TDI,privat,15500,cabrio,2012,manuell,105,golf,40000,4,diesel,volkswagen,58511
Peugeot_106,privat,500,kleinwagen,1995,manuell,0,1_reihe,20000,12,benzin,peugeot,22765
Skoda_Fabia_Combi_16v,privat,2500,kombi,2004,manuell,101,fabia,125000,4,benzin,skoda,12627
Skoda_Fabia_1.4_16V_Combi,privat,2950,kombi,2003,manuell,101,fabia,100000,3,benzin,skoda,71154
Mitsubishi_Colt_mit_TÜV___Anfaengerauto___Kleinwagen___sparsam,privat,599,kleinwagen,1996,automatik,90,colt,150000,3,benzin,mitsubishi,42277
Audi_S3_Sportback_S_tronic,privat,19990,kombi,2009,automatik,265,andere,100000,7,benzin,audi,57537
Schlachtfest_Mercedes_A190_Autom._Leder__95000km_Bitte_lesen!,privat,100,,2018,automatik,125,a_klasse,100000,0,benzin,mercedes_benz,42719
Opel_Vectra_TÜV_und_HU_NEU,privat,2500,kombi,2004,automatik,155,vectra,150000,8,benzin,opel,9111
Opel_vectra_V6_auch_tausch!,privat,450,kombi,1999,manuell,0,,150000,8,benzin,opel,27313
Audi_A4_Avant_2.4,privat,998,kombi,1997,automatik,165,a4,150000,8,benzin,audi,35457
Too_Polo_zu_verkaufen,privat,820,,2017,,75,polo,100000,0,,volkswagen,46395
Audi_A4_Avant_1.8_TFSI_aut._bi_xenon_model2011_mmi3g,privat,11300,kombi,2010,automatik,160,a4,150000,12,benzin,audi,47475
Peugeot_106_1.1_60_PS,privat,698,kleinwagen,2002,manuell,60,1_reihe,150000,9,benzin,peugeot,97941
Vw_Passat_Kombi_3b,privat,0,kombi,1999,manuell,152,passat,150000,4,,volkswagen,33161
Audi_Q7_3.0_TDI_DPF_quattro_tiptronic,privat,15000,limousine,2007,automatik,232,q7,150000,8,diesel,audi,93413
Nissan_Note_1.6_Aut.,privat,4800,bus,2007,automatik,110,note,90000,4,benzin,nissan,25776
Mercedes__A160_Klima_scheckheft_Anhaenger_Kupplung_sauberes_fahrz,privat,1450,limousine,1999,manuell,0,a_klasse,150000,6,benzin,mercedes_benz,42551
BMW_740Li_Langversion_Facelift_Modell_TOP_7999€_SCHNÄPPCHEN^^,privat,7999,limousine,2005,automatik,306,7er,150000,9,benzin,bmw,72555
BMW_BMW_3er___e46_Limousine___Stahlblau___Klima,privat,3600,limousine,2000,manuell,105,3er,150000,5,benzin,bmw,40474
Toyota_1.0_Cool,privat,4400,kleinwagen,2008,manuell,69,yaris,100000,10,benzin,toyota,26188
Fiat_Punto_Evo_1.2_8V_Active_Start&Stop,privat,6900,kleinwagen,2011,manuell,68,punto,60000,1,benzin,fiat,49811
Bastlerauto,privat,300,,1995,,0,,125000,0,,renault,8468
VW_T4_Caravelle_1.9_TD,privat,950,bus,1996,manuell,68,transporter,150000,6,diesel,volkswagen,24103
Volkswagen_Golf_2.0_GTI_adidas,privat,17499,limousine,2011,manuell,211,golf,60000,5,benzin,volkswagen,94336
Fiat_Qubo_1.3_Multijet_16V_Active,privat,4300,bus,2009,manuell,75,andere,150000,8,diesel,fiat,83454
Opel_Zafira_1.8_Innovation,privat,10800,bus,2011,manuell,140,zafira,80000,2,benzin,opel,34628
Citroen_Xsara_Picasso_1.8_Chrono,privat,2650,bus,2002,manuell,116,andere,100000,12,benzin,citroen,53340
Mercedes_Benz_E_320_T_CDI_Avantgarde,privat,6850,kombi,2004,automatik,204,e_klasse,150000,10,diesel,mercedes_benz,30974
Volvo_V70_D5_Aut._Momentum,privat,12499,kombi,2007,automatik,185,v70,150000,12,diesel,volvo,25337
Gepflegter_Opel_zu_verkaufen._Wir_sind_2te_Hand,privat,2699,kombi,2001,automatik,125,astra,150000,9,benzin,opel,36124
Audi_Q3_2.0_TDI_quattro_S_tronic,privat,31900,limousine,2013,automatik,177,q3,30000,4,diesel,audi,84453
VW_Passat_Variant_1.6__TÜV_03/18__AHK__guter_Zustand,privat,1850,kombi,1998,manuell,101,passat,150000,12,benzin,volkswagen,94486
Skoda_Fabia_1_4_Mpi,privat,1590,kleinwagen,2000,manuell,68,fabia,150000,10,benzin,skoda,51702
Nissan_Qashqai_1.5_dCi_DPF_acenta,privat,13900,limousine,2013,manuell,110,qashqai,50000,5,diesel,nissan,94336
Volkswagen_Golf_1.9_TDI,privat,3600,limousine,2003,manuell,101,golf,150000,3,diesel,volkswagen,85356
Volvo_V50_2.0D,privat,3960,kombi,2004,manuell,136,v50,150000,9,diesel,volvo,25821
Sharan_1.9_TDI_4Motion_Highline,privat,2500,kombi,2004,,0,sharan,150000,11,diesel,volkswagen,54292
Ford_Fiesta_1.4_Autom._Titanium,privat,8500,kleinwagen,2012,automatik,97,fiesta,50000,9,benzin,ford,72461
Polo_6N_GTI_Teilespender,privat,550,,2000,manuell,120,polo,150000,6,,volkswagen,48720
Opel_Vectra_1.6,privat,699,limousine,1999,manuell,101,vectra,150000,3,benzin,opel,65936
Trabant_1.1._N________Nummer_722,privat,2500,limousine,1989,manuell,41,andere,150000,12,benzin,trabant,1705
Audi_A6_Avant_2.0_TFSI_multitronic,privat,8950,kombi,2006,automatik,170,a6,150000,5,benzin,audi,90768
Golf_4_zuverkaufen,privat,1900,limousine,1998,manuell,75,golf,150000,11,benzin,volkswagen,59939
Top_opel_mit_TÜV_bis_2017,privat,800,,2017,manuell,75,astra,150000,6,,opel,92660
Ford_Mondeo_2.0_Turnier_TDCi_*Klima*_6_Gang___mit_TÜV_6_monate,privat,749,kombi,2004,manuell,130,mondeo,150000,5,diesel,ford,23795
Golf3_Kombi_Benziner_1__8_75PS_119000_km_Baujahr_1996_AHK,privat,1500,kombi,1996,manuell,75,golf,125000,11,benzin,volkswagen,49479
Honda_Civic_1.8_i_VTEC_Sport_40_Jahre_Edition_TÜV_NEUE,privat,10999,limousine,2012,manuell,141,civic,60000,12,benzin,honda,86462
Peugeot_106_Sport_TÜV_05/2017,privat,999,kleinwagen,2000,manuell,75,1_reihe,150000,9,benzin,peugeot,59457
Mercedes_Benz_E_220_T_CDI_BlueEF_FACELIF_7G_F1_Aut._Avantgarde,privat,16190,kombi,2011,automatik,170,e_klasse,150000,7,diesel,mercedes_benz,10365
Mercedes_Benz_CLK_Coupe_200_Sport,privat,3950,coupe,1997,manuell,136,clk,150000,10,benzin,mercedes_benz,23701
e_220___Optik_Facelift__gruene_Plakette,privat,4500,limousine,2002,manuell,150,e_klasse,150000,10,diesel,mercedes_benz,31303
Opel_Vectra_Diesel__TÜV_NEU!_!!__Tausch_moeglich!_!,privat,999,kombi,2000,manuell,125,,150000,12,diesel,opel,35789
Opel_Vectra_2.2_Caravan_Automatik_Edition,privat,7200,kombi,2006,automatik,155,vectra,100000,1,benzin,opel,64354
Opel_Astra_Caravan_1.3__CDTI_DPF_Edition_AHK_TueV_7/17_Klima,privat,4200,kombi,2009,manuell,0,astra,150000,9,diesel,opel,75172
Mercedes_Benz_ML_55AMG,privat,6690,suv,2003,automatik,347,m_klasse,150000,3,benzin,mercedes_benz,37081
BMW_320d_Automatik_VOLLAUSSTATTUNG,privat,13900,limousine,2008,automatik,177,3er,150000,8,diesel,bmw,40599
Golf_3_Color_Edition,privat,500,,2016,manuell,0,golf,5000,5,benzin,volkswagen,32469
Audi_A4_Lederausstattung,privat,900,limousine,1999,manuell,172,a4,150000,10,diesel,audi,96148
Opel_Agila__54000km___TueV_neu__top_Zustand__super_sparsam!,privat,5200,kleinwagen,2009,manuell,60,agila,60000,2,benzin,opel,26639
Volkswagen_Golf_V_1.6_Comfortline_Klima_AHK_Scheckheft.,privat,4490,limousine,2005,manuell,102,golf,150000,4,benzin,volkswagen,33689
Skoda_Yeti_1.2_TSI_Active_Plus,privat,13500,suv,2015,manuell,105,yeti,10000,3,benzin,skoda,38446
Toyota_Avensis_2.0_D_4D_Combi_C,privat,3500,kombi,2004,manuell,116,avensis,150000,12,diesel,toyota,29664
Audi_A1,privat,11999,kleinwagen,2010,manuell,122,a1,60000,10,benzin,audi,58579
Kleines_billiges_Anfaengerauto,privat,1350,kleinwagen,1997,manuell,50,polo,80000,1,benzin,volkswagen,33129
teilespender_offroud,privat,700,suv,1998,automatik,204,andere,150000,3,benzin,ford,86854
Mercedes_Benz_A140_Klima_gute_Austattung_TÜV_01/17,privat,1250,kleinwagen,1999,manuell,0,a_klasse,150000,0,benzin,mercedes_benz,69126
Peugeot_307_Kombi,privat,1550,kombi,2003,manuell,109,3_reihe,125000,9,benzin,peugeot,71083
Audi_A6_Avant_2.0_TDI_DPF___sehr_gepfleger_Zustand,privat,15500,kombi,2010,manuell,170,a6,125000,1,diesel,audi,73433
Smart_Roadster___TÜV_neu___F1_schaltung,privat,5999,cabrio,2005,automatik,82,roadster,90000,8,benzin,smart,44319
BMW_525d_Touring,privat,0,kombi,2001,manuell,163,5er,150000,3,diesel,bmw,48527
Ford_C_MAX_1.6_Ti_VCT_Trend,privat,8950,bus,2011,manuell,105,c_max,70000,3,benzin,ford,34466
BMW_525d_2te_Hand_sehr_gepflegt,privat,12999,limousine,2005,manuell,177,5er,125000,5,diesel,bmw,81377
Opel_Meriva_1.8_Automatik_Klima_abn.Ahk_,privat,2990,kleinwagen,2004,automatik,120,meriva,60000,5,,opel,47506
Opel_Omega_MV6_3.0l,privat,900,kombi,1999,manuell,211,omega,150000,9,benzin,opel,25575
Volkswagen_Caddy_Kasten_1.6TDI_Navi_Klima,privat,9800,bus,2011,manuell,102,caddy,50000,12,diesel,volkswagen,40882
Volkswagen_Golf_Variant_1.9_TDI_Ocean,privat,2250,kombi,2003,manuell,101,golf,150000,7,diesel,volkswagen,68623
Suche_VW_Touran_tdi_im_guten_Zustand_7_Sitzer,privat,4000,,2005,,0,touran,150000,0,diesel,volkswagen,13051
Volkswagen_Scirocco_2.0_TSI_DSG,privat,15000,coupe,2012,automatik,211,scirocco,70000,3,benzin,volkswagen,34587
Seat_Leon_mit_Leder_und__Unfallschaden,privat,2350,limousine,2006,automatik,0,leon,150000,5,diesel,seat,25551
"MINI_Cooper_S_John_Cooper_Works_JCW_200PS_83tkm_Xenon_Alu_17""",privat,8499,kleinwagen,2002,manuell,200,cooper,90000,10,benzin,mini,98529
Opel_Corsa_B_1_0_12V__ECO_Tuev_bis_08.2017_Anfaengerauto,privat,750,kleinwagen,2000,manuell,54,corsa,150000,8,benzin,opel,42107
Volkswagen_Golf_2.0_TDI_DPF_DSG,privat,14900,limousine,2011,automatik,140,golf,125000,4,diesel,volkswagen,68723
SEAT_ALHAMBRA_1.9TDI_FAST_VOLLAUSTATUNG,privat,1500,bus,2002,automatik,116,,150000,0,diesel,seat,30167
Renaul_Clio_101_ps,privat,5200,kleinwagen,2009,manuell,101,clio,70000,10,benzin,renault,89143
Golf_5_Benzin,privat,4350,kleinwagen,2005,manuell,75,golf,150000,11,benzin,volkswagen,88255
VW_Golf_2_/_2._Hand_/_Original.,privat,880,,1990,manuell,54,golf,150000,0,benzin,volkswagen,30559
Vw_Fox_zu_verkaufen,privat,2600,kleinwagen,2006,manuell,54,,125000,3,benzin,volkswagen,34127
Suche_Fahrzeug_zur_Miete_fuer_1_8t_Anhaenger_z.b._T4__Sharan...,privat,0,,2000,manuell,100,transporter,5000,5,,volkswagen,79110
Mercedes_Benz_S400_Hybrid_2009_Keyless_Go_gerne_Inzahlungnahme,privat,28599,limousine,2009,automatik,0,s_klasse,150000,11,,mercedes_benz,13403
Volkswagen_Bora_Variant_2.3_V5_4Motion_Highline,privat,2500,kombi,1999,manuell,150,bora,150000,11,benzin,volkswagen,94227
Wartburg_353_Tourist_Lenkradschaltung,privat,2353,kombi,1983,manuell,50,,100000,1,,sonstige_autos,99834
Opel_Kadett_E_Cabrio__Youngtimer_mit_Tuev,privat,1100,cabrio,1991,manuell,75,kadett,150000,5,benzin,opel,27336
Golf_3_schwarz_tuev_9.16___vr6_gti_gt_g60_tuning,privat,0,kleinwagen,1997,manuell,60,,150000,7,,volkswagen,41749
Volkswagen_Multivan_4MOTION_2.0_BiTDI_Highline_AHK_Navi_PDC,privat,34700,bus,2010,automatik,179,transporter,60000,10,diesel,volkswagen,91722
Volkswagen_Polo_60_Servo_Comfortline_Klima/Tuev_Neu,privat,1350,kleinwagen,1999,manuell,60,polo,150000,3,benzin,volkswagen,21033
BMW_X3_3.0d__Leder_Automatik_Navi_Alu_TÜV_12/17,privat,7500,limousine,2004,automatik,204,x_reihe,150000,1,diesel,bmw,76131
Autoteile_auto,privat,1000,kleinwagen,2000,manuell,54,punto,150000,11,,fiat,65510
Volkswagen_Passat_1.6_FSI_Comfortline,privat,7700,limousine,2007,manuell,116,passat,80000,5,benzin,volkswagen,4103
Volkswagen_Multivan_Comfortline_Autm.,privat,14700,bus,2004,automatik,174,transporter,150000,9,diesel,volkswagen,69469
Opel_Vectra_C_2_2L_Silber_ohne_TÜV__8fach_bereift,privat,0,limousine,2002,manuell,147,vectra,150000,2,benzin,opel,78333
Opel_astra_g_cc_tuning,privat,0,coupe,1999,manuell,116,astra,150000,0,benzin,opel,6888
Audi_Q7_3.0_TDI_DPF_Quattro_Tiptronic_8_Fachbereift__fast_voll,privat,15000,limousine,2006,automatik,233,q7,150000,12,diesel,audi,40227
Tausche_T4_Caravelle_Eurovan_US_2.5l_Benzin_Automatik_California,privat,2600,bus,1996,automatik,110,transporter,150000,0,benzin,volkswagen,9235
VW_Golf_4_Edition_1.9_TDI_*Automatik*,privat,1990,limousine,2000,automatik,90,golf,150000,11,diesel,volkswagen,59192
Renault_Clio_1.5_dCi_Chiemsee._Xenon,privat,1750,kleinwagen,2003,manuell,82,clio,150000,4,diesel,renault,15834
Nissan_Micra,privat,950,kleinwagen,2001,manuell,60,micra,150000,6,benzin,nissan,10318
Ford_Fiesta_nur_noch_diesen_Monat_TÜV_Fahrzeug_ist_abgemeldet!,privat,250,kleinwagen,2001,manuell,44,fiesta,150000,1,benzin,ford,59320
Subaru_Imbreza_2.0_sport,privat,13000,coupe,2009,manuell,150,impreza,150000,6,diesel,subaru,36325
Smart_Fortwo_Klima_TÜV_Neu!!!!,privat,1599,kleinwagen,2001,manuell,54,fortwo,125000,6,benzin,smart,4318
Renault__Scenic_Expression_1_6_TÜV_Neu_Winterreifen,privat,1590,limousine,2002,manuell,107,megane,150000,7,benzin,renault,47809
Vw_Jetta_1.6_comfortline_top_Zustand,privat,6299,limousine,2007,manuell,0,jetta,90000,11,benzin,volkswagen,13403
Mercedes_Benz_A_160_Blue_Efficiency,privat,7950,limousine,2009,manuell,95,a_klasse,60000,9,benzin,mercedes_benz,87746
Mercedes_Benz_Kompressor_Sportcoupe_97000_km_Vollauststattung,privat,4450,coupe,2004,,0,c_klasse,100000,12,benzin,mercedes_benz,66663
Citroën_C3_1.4_Tendance,privat,7900,kleinwagen,2012,manuell,73,c3,90000,8,benzin,citroen,86510
Touran_2.0_TDI_Highline,privat,2800,kombi,2005,,0,touran,150000,11,diesel,volkswagen,31515
Porsche_Boxster_S,privat,14999,cabrio,2000,manuell,252,boxster,125000,6,benzin,porsche,83435
Opel_Astra_Cabrio,privat,999,cabrio,1995,manuell,0,astra,125000,4,benzin,opel,88441
Seat__Leon_Umweltplakette_gruen,privat,3800,limousine,2005,manuell,110,leon,150000,2,diesel,seat,58119
Ford_Mondeo_Diesel,privat,850,kombi,2002,manuell,130,mondeo,150000,6,diesel,ford,83512
Opel_TÜV_Neu_11/17,privat,500,kleinwagen,1994,manuell,71,astra,150000,2,benzin,opel,60326
Opel_corsa_b_servo_klima_tuev_lederausstattung_sitzheitzung,privat,900,kleinwagen,1998,manuell,60,corsa,150000,3,benzin,opel,13409
Volkswagen_Golf_2.0_TDI_DPF_DSG_GT,privat,6499,limousine,2006,automatik,170,golf,150000,10,diesel,volkswagen,71131
Volkswagen_Passat_Variant_2.0_TDI_DPF_Trendline,privat,9250,kombi,2009,manuell,110,passat,125000,10,diesel,volkswagen,57539
BMW_320d_DPF,privat,8000,limousine,2006,manuell,163,3er,150000,6,diesel,bmw,95502
Vw_Touran_2.0_TDI_Trendline_DPF_AHK_Klima_Sitzheizung__7_Sitzer,privat,4590,bus,2004,manuell,135,touran,150000,1,diesel,volkswagen,31224
Smart_smart_&_passion_cdi,privat,2750,kleinwagen,2003,automatik,41,fortwo,150000,8,diesel,smart,27367
C220_CDI_ESPRIT_SELECTION,privat,2250,kombi,2000,manuell,125,c_klasse,150000,6,diesel,mercedes_benz,66706
Mercedes_Benz_A_160,privat,8100,limousine,2009,,0,a_klasse,50000,8,benzin,mercedes_benz,78479
Audi_A4_Avant_Top_zustand,privat,799,kombi,1997,manuell,101,a4,150000,5,,audi,68305
Seat_Leon_ST_2.0_TDI_Start&Stop_DSG_FR,privat,25290,kombi,2015,automatik,184,leon,5000,12,diesel,seat,22297
Ford_Kuga_2.0_TDCi_2x4_Titanium,privat,10990,suv,2009,manuell,136,kuga,150000,9,diesel,ford,49504
Opel_Zafira_1_8_16V__Elegance,privat,1100,bus,2000,manuell,116,zafira,150000,4,benzin,opel,42799
Nissan_Almera_Tino_1_8_Benzin,privat,5289,andere,2003,manuell,0,almera,70000,0,benzin,nissan,86161
Opel_Omega_B_2.0_16v,privat,600,limousine,1994,automatik,136,omega,150000,12,benzin,opel,31552
Smart_smart_fortwo_coupe_softtouch_passion,privat,4000,kleinwagen,2006,automatik,61,fortwo,50000,8,benzin,smart,32547
Audi_A6_Avant_2.7_TDI_DPF_multitronic_S_Line,privat,19499,kombi,2011,automatik,190,a6,150000,4,diesel,audi,77694
Volkswagen_Touran_2.0_FSI_Highline,privat,8700,bus,2005,manuell,150,touran,125000,6,benzin,volkswagen,97486
Mazda_323_F_1.4,privat,1450,limousine,1998,manuell,73,3_reihe,100000,9,benzin,mazda,20535
Schnaeppchen_an_Bastler,privat,400,kleinwagen,1996,,0,,150000,0,benzin,ford,52477
BMW_328i_Comfort_Edition,privat,3490,limousine,1997,manuell,193,3er,150000,12,benzin,bmw,12526
Alfa_Romeo_GT_1.9_JTD_M_Jet_Distinctive,privat,4200,coupe,2004,manuell,150,andere,150000,4,diesel,alfa_romeo,27607
Opel_Tigra_zum_abholen_!!,privat,500,kleinwagen,2000,manuell,0,tigra,150000,9,benzin,opel,28844
Peugeot_807_HDi_2.2,privat,1500,bus,2005,manuell,128,andere,150000,8,diesel,peugeot,63584
++_Mazda_6_GG_Sport_++_Unfall___NUR_HEUTE_!!_++,privat,799,limousine,2003,manuell,0,6_reihe,150000,6,lpg,mazda,45329
Audi_A4_1.8,privat,1400,limousine,1996,manuell,125,a4,150000,12,benzin,audi,59348
Honda_Prelude_BB6,privat,560,coupe,1998,manuell,0,andere,150000,0,,honda,39448
Audi_A6_3.0_TDI_DPF_quattro,privat,16999,limousine,2009,manuell,239,a6,150000,4,diesel,audi,21039
Autoankauf,privat,0,coupe,2007,,0,andere,150000,7,diesel,mercedes_benz,56459
BMW_520i,privat,1950,limousine,1997,manuell,150,5er,150000,3,benzin,bmw,73312
TUV.02.2018,privat,999,kleinwagen,1999,manuell,57,seicento,150000,11,,fiat,38440
Renault_Scenic_1.6_Authentique,privat,950,bus,2002,manuell,107,scenic,125000,4,benzin,renault,87746
Pt_cruiser_2_2_diesel,privat,1100,,2016,manuell,0,ptcruiser,150000,8,diesel,chrysler,81371
Fahranfaenger_AUFGEPASST_Renault_Twingo_mit_Faltdach_TÜV_bis_2017,privat,890,,2017,manuell,60,twingo,150000,5,benzin,renault,59494
